"itnb" "S" "rS" "E" "D" "c" "r" "TPR" "FDR" "nbSNPS" "nbADA" "s" "gamma" "envADA"
4087 200 200 20 "hyb" 0.5 7 0.214285714285714 0 1000 14 "0.26_0.29_0.1_0.2_0.12_0.3_0.18_0.2_0.24_0.3_0.26_0.28_0.27_0.19" "0.12_0.43_0.38_0.05_0.32_0.42_0.41_0.1_0.23_0.22_0.23_0.19_0.36_0.19" "BIO1.ALTI.BIO1.BIO4.BIO8.BI15.BIO2.BIO8.BI12.BIO8.BIO4.BIO2.BI15.BIO4"
4088 200 200 20 "hyb" 0.5 8 0.142857142857143 0.333333333333333 1000 14 "0.13_0.23_0.3_0.15_0.21_0.29_0.16_0.28_0.29_0.12_0.28_0.27_0.26_0.23" "0.29_0.14_0.11_0.46_0.06_0.06_0.29_0.39_0.32_0.44_0.28_0.27_0.47_0.49" "BIO2.BI18.ALTI.BIO2.BI12.ALTI.BI12.BI15.BIO2.BIO1.BIO4.BIO8.BIO4.BIO4"
4089 200 200 20 "hyb" 0.5 9 0.230769230769231 0.5 1000 13 "0.11_0.27_0.29_0.18_0.3_0.13_0.11_0.3_0.11_0.1_0.27_0.16_0.18" "0.44_0.1_0.29_0.24_0.05_0.21_0.14_0.34_0.26_0.06_0_0.39_0.08" "BIO8.BIO2.BI15.BIO8.BI12.BIO4.BIO8.ALTI.ALTI.BIO4.BIO2.BIO1.BIO1"
4090 200 200 20 "hyb" 0.5 10 0.285714285714286 0.2 1000 14 "0.26_0.18_0.14_0.17_0.25_0.2_0.23_0.2_0.2_0.12_0.25_0.26_0.18_0.16" "0.11_0.32_0.2_0.11_0.09_0.23_0.49_0.13_0.16_0.13_0.13_0.31_0.5_0.21" "BIO1.BI12.ALTI.BIO1.BI15.BI12.BI18.BIO2.BI12.BIO2.BIO2.BIO1.BI15.ALTI"
4091 200 200 20 "hyb" 0.5 11 0.0833333333333333 0.5 1000 12 "0.11_0.13_0.29_0.27_0.26_0.1_0.28_0.2_0.26_0.19_0.22_0.14" "0.47_0.2_0.28_0.24_0.07_0.21_0.39_0.14_0.47_0.49_0.3_0.3" "BI15.BIO1.BIO8.BIO8.BIO8.BI12.BI18.BIO4.BI12.BIO2.BIO4.BIO4"
4092 200 200 20 "hyb" 0.5 12 0.157894736842105 0.25 1000 19 "0.15_0.28_0.12_0.19_0.2_0.1_0.21_0.27_0.18_0.23_0.14_0.13_0.28_0.22_0.23_0.28_0.13_0.12_0.13" "0.02_0.04_0.02_0.07_0.49_0.49_0.01_0.29_0.48_0.29_0.15_0.43_0.35_0.26_0.35_0.05_0.33_0.4_0.49" "ALTI.BI15.BI18.BIO8.BI18.ALTI.BIO2.BIO1.BI18.BI18.BI18.BIO1.BIO8.BIO8.BI18.BIO2.BIO2.BI18.BIO8"
4093 200 200 20 "hyb" 0.5 13 0 1 1000 5 "0.16_0.27_0.27_0.17_0.3" "0.24_0.18_0.11_0.46_0.05" "BI12.BI18.BIO2.BI18.BIO2"
4094 200 200 20 "hyb" 0.5 14 0.2 0 1000 15 "0.13_0.3_0.27_0.22_0.3_0.24_0.22_0.14_0.12_0.29_0.27_0.2_0.1_0.14_0.22" "0.47_0.17_0.06_0.5_0.32_0.14_0.35_0.18_0.08_0.42_0_0.16_0.34_0.41_0.45" "BI12.BIO8.BIO2.BI15.ALTI.BI18.BIO4.BIO1.BI15.BI15.BI12.BIO4.ALTI.BI15.ALTI"
4095 200 200 20 "hyb" 0.5 15 0 1 1000 10 "0.21_0.16_0.13_0.25_0.16_0.2_0.2_0.27_0.15_0.28" "0.24_0.1_0.22_0.25_0.29_0.02_0.4_0.28_0.45_0.38" "BIO8.BI12.BIO4.BIO2.BIO2.BIO8.BIO8.BIO2.BIO1.BIO8"
4096 200 200 20 "hyb" 0.5 16 0.272727272727273 0 1000 11 "0.12_0.14_0.23_0.17_0.14_0.22_0.24_0.27_0.12_0.18_0.14" "0.01_0.11_0.25_0.38_0.27_0.31_0.21_0.27_0.42_0.38_0.27" "ALTI.ALTI.BI18.BIO2.BIO8.BI18.BIO4.BIO4.BIO2.BIO1.BIO1"
4097 200 200 20 "hyb" 0.5 17 0 1 1000 6 "0.25_0.18_0.27_0.2_0.16_0.16" "0.49_0.4_0.47_0.3_0.45_0.04" "BIO4.BIO2.BIO2.BI12.BI18.BIO2"
4098 200 200 20 "hyb" 0.5 18 0.166666666666667 0 1000 18 "0.18_0.23_0.17_0.27_0.15_0.13_0.26_0.18_0.26_0.17_0.17_0.18_0.14_0.26_0.28_0.18_0.19_0.11" "0.42_0.05_0.46_0.27_0.13_0.47_0.27_0.26_0.5_0.38_0.38_0.26_0.48_0.06_0.04_0.29_0.05_0.46" "BIO1.BIO4.BIO1.BI12.BI18.BI18.BIO4.ALTI.BIO1.BIO4.ALTI.BIO4.BI12.BI15.BI18.BI12.BIO4.BI12"
4099 200 200 20 "hyb" 0.5 19 0 1 1000 7 "0.17_0.11_0.15_0.25_0.26_0.15_0.13" "0.37_0.32_0.36_0.12_0.39_0.46_0.31" "BIO4.ALTI.BIO4.BIO2.BIO2.BI18.BIO4"
4100 200 200 20 "hyb" 0.5 20 0.25 0.6 1000 8 "0.22_0.14_0.29_0.23_0.13_0.11_0.27_0.2" "0.09_0.01_0.43_0.15_0.47_0.46_0.02_0.16" "BI12.BIO2.BI12.BIO2.ALTI.BIO1.BI18.BIO1"
4101 200 200 20 "hyb" 0.2 1 0.105263157894737 0 1000 19 "0.14_0.18_0.19_0.23_0.12_0.27_0.3_0.23_0.12_0.28_0.28_0.23_0.11_0.11_0.24_0.28_0.17_0.22_0.24" "0_0.04_0.28_0.41_0.5_0.38_0.07_0.21_0.43_0.44_0.06_0.5_0.14_0.41_0.39_0.26_0.07_0.24_0.17" "BI12.BIO1.BI18.BIO1.BI18.BIO8.BI15.BI15.BI12.BIO4.BIO8.BI18.BIO2.BI12.BIO2.BIO4.BIO4.BI12.BIO8"
4102 200 200 20 "hyb" 0.2 2 0.176470588235294 0.571428571428571 1000 17 "0.17_0.21_0.2_0.12_0.18_0.14_0.16_0.25_0.19_0.29_0.14_0.23_0.15_0.3_0.14_0.11_0.25" "0.15_0.09_0.29_0.01_0.19_0.02_0.2_0.2_0.02_0.3_0.2_0.13_0.12_0.16_0.35_0.34_0.16" "BIO8.BIO2.BIO1.BIO4.BI12.BI18.BIO1.BI12.ALTI.BI18.BIO4.ALTI.BIO2.BI12.BIO4.BIO4.ALTI"
4103 200 200 20 "hyb" 0.2 3 0 1 1000 6 "0.22_0.27_0.21_0.26_0.2_0.19" "0.38_0.33_0.24_0.18_0.31_0.14" "BIO4.ALTI.BIO2.BIO8.BIO8.BI12"
4104 200 200 20 "hyb" 0.2 4 0 1 1000 11 "0.3_0.12_0.14_0.27_0.15_0.26_0.12_0.25_0.3_0.15_0.17" "0.48_0.36_0.45_0.16_0.33_0.18_0.37_0.46_0.32_0.34_0.28" "BIO2.BI18.BIO4.BI12.BI15.BI15.BIO8.BIO8.BIO4.ALTI.BI12"
4105 200 200 20 "hyb" 0.2 5 0.142857142857143 0 1000 14 "0.29_0.19_0.28_0.15_0.1_0.28_0.13_0.2_0.27_0.17_0.19_0.2_0.28_0.21" "0.43_0.02_0.1_0_0.28_0.29_0.03_0.38_0.49_0.1_0.19_0.17_0.14_0.48" "BIO8.BIO2.ALTI.BIO4.ALTI.BIO1.BIO1.BIO1.ALTI.BIO1.BI12.BIO8.ALTI.BIO4"
4106 200 200 20 "hyb" 0.2 6 0.0555555555555556 0.5 1000 18 "0.16_0.2_0.1_0.16_0.19_0.12_0.26_0.24_0.3_0.2_0.3_0.2_0.19_0.13_0.26_0.22_0.2_0.24" "0.04_0.06_0.39_0.15_0.01_0.05_0.47_0.07_0.23_0.5_0.47_0.05_0.09_0.31_0.44_0_0.05_0.14" "BI18.BIO4.BIO1.BIO1.BIO2.BIO8.BI15.BIO4.BIO8.BIO4.BIO4.BIO4.BIO8.BIO4.BIO4.BIO4.BI12.BIO1"
4107 200 200 20 "hyb" 0.2 7 0 1 1000 16 "0.23_0.13_0.18_0.19_0.11_0.29_0.11_0.27_0.27_0.26_0.29_0.23_0.28_0.21_0.2_0.27" "0.34_0.15_0.08_0.14_0.43_0.21_0.02_0.16_0.05_0.23_0.23_0.18_0.33_0.11_0.18_0.2" "BIO8.BI12.BIO4.BIO4.BI15.BI12.BIO2.BI18.BIO1.ALTI.BIO1.BI12.BI18.ALTI.ALTI.ALTI"
4108 200 200 20 "hyb" 0.2 8 0.111111111111111 0 1000 9 "0.14_0.27_0.18_0.24_0.16_0.2_0.16_0.3_0.28" "0.15_0.3_0.16_0.04_0.14_0.39_0.45_0.19_0.42" "BI15.BIO2.BI18.BIO4.BIO4.BI15.BI18.BI18.ALTI"
4109 200 200 20 "hyb" 0.2 9 0 1 1000 9 "0.26_0.26_0.14_0.24_0.17_0.17_0.13_0.29_0.28" "0.07_0.04_0.23_0.23_0.13_0.11_0.31_0.25_0" "ALTI.BIO8.BIO2.BIO4.BI12.BIO4.BIO4.ALTI.BIO2"
4110 200 200 20 "hyb" 0.2 10 0.1 0 1000 10 "0.28_0.11_0.28_0.28_0.19_0.26_0.12_0.24_0.14_0.15" "0.39_0.15_0.41_0.48_0.17_0.08_0.37_0.04_0.48_0.46" "BI12.BI12.BI15.BI15.BI18.BIO2.BIO8.BIO4.BIO8.BI15"
4111 200 200 20 "hyb" 0.2 11 0 1 1000 8 "0.26_0.17_0.25_0.27_0.18_0.19_0.28_0.27" "0.43_0_0.33_0.1_0.22_0.35_0.08_0.08" "BIO2.BI15.ALTI.BI15.BIO4.BIO4.BI12.BI12"
4112 200 200 20 "hyb" 0.2 12 0.294117647058824 0.375 1000 17 "0.11_0.1_0.15_0.17_0.2_0.18_0.3_0.23_0.25_0.18_0.15_0.19_0.16_0.17_0.26_0.22_0.16" "0_0.23_0.18_0.13_0.06_0.28_0.14_0.5_0.16_0.02_0.19_0.22_0.29_0.12_0.17_0.13_0.48" "BI15.BIO1.BIO1.ALTI.BIO8.BI12.BIO4.BIO2.BIO8.BIO1.BI12.ALTI.BIO8.BI15.BIO8.BI18.BI18"
4113 200 200 20 "hyb" 0.2 13 0 1 1000 6 "0.17_0.3_0.27_0.3_0.16_0.27" "0.21_0.23_0.36_0.28_0.23_0.28" "BIO4.BI15.BI18.BIO4.BI18.BI18"
4114 200 200 20 "hyb" 0.2 14 0.166666666666667 0.25 1000 18 "0.26_0.28_0.25_0.11_0.28_0.12_0.12_0.16_0.22_0.18_0.13_0.27_0.29_0.19_0.19_0.23_0.24_0.24" "0.36_0.4_0.09_0.35_0.1_0.37_0.15_0.41_0.03_0.31_0.15_0.3_0.41_0.45_0.47_0.22_0.05_0.34" "BI15.BI12.BIO4.BI15.BIO8.BI18.BIO8.BIO2.BI15.BIO4.BI18.BI15.BI18.BI15.BI12.BIO1.BIO4.BIO1"
4115 200 200 20 "hyb" 0.2 15 0.142857142857143 0.75 1000 7 "0.2_0.13_0.2_0.29_0.17_0.24_0.14" "0.1_0.33_0.26_0_0.17_0.28_0.04" "BI18.BIO8.BIO1.BIO2.BIO8.BIO2.BIO8"
4116 200 200 20 "hyb" 0.2 16 0 1 1000 9 "0.2_0.29_0.15_0.21_0.13_0.28_0.27_0.24_0.18" "0.47_0.43_0.16_0.27_0.18_0.14_0.12_0.4_0.05" "BI15.ALTI.BIO4.BIO1.BI18.BI15.BI18.BI15.BIO8"
4117 200 200 20 "hyb" 0.2 17 0 1 1000 5 "0.12_0.29_0.12_0.13_0.18" "0.16_0.05_0_0.43_0.21" "BIO2.BIO2.BIO2.BIO2.BIO8"
4118 200 200 20 "hyb" 0.2 18 0.3 0.25 1000 10 "0.29_0.16_0.25_0.18_0.3_0.12_0.12_0.13_0.2_0.19" "0.11_0.05_0.1_0.38_0.14_0.14_0.13_0.21_0.5_0.45" "BIO8.BIO1.BIO1.BIO1.BIO4.BI18.BIO4.BI15.BI15.BIO4"
4119 200 200 20 "hyb" 0.2 19 0 1 1000 19 "0.3_0.24_0.18_0.25_0.17_0.16_0.15_0.19_0.3_0.17_0.15_0.19_0.23_0.27_0.11_0.12_0.22_0.21_0.3" "0.12_0.02_0.45_0.13_0.32_0.32_0.37_0.16_0.17_0.38_0.4_0.04_0.05_0.44_0.41_0.15_0.44_0.5_0.03" "BI18.BI12.BIO2.BIO2.BI12.BI18.BI12.BIO4.ALTI.BI18.ALTI.BI18.BI12.BI12.BI18.BI12.BIO1.BI15.ALTI"
4120 200 200 20 "hyb" 0.2 20 0.0909090909090909 0 1000 11 "0.25_0.16_0.24_0.14_0.22_0.25_0.12_0.12_0.25_0.21_0.21" "0.31_0.05_0.02_0.07_0.03_0.39_0.19_0.15_0.04_0.28_0.03" "BIO8.BI15.BIO4.ALTI.BI15.BIO4.BI18.BIO4.BIO4.BIO4.BI18"
4121 200 200 40 "hyb" 0.5 1 0.125 0 1000 8 "0.19_0.25_0.16_0.26_0.3_0.16_0.3_0.28" "0.47_0.04_0.18_0.47_0.21_0.43_0.3_0.46" "BIO1.BIO2.BIO8.ALTI.BI12.ALTI.BI18.BI12"
4122 200 200 40 "hyb" 0.5 2 0.0833333333333333 0.666666666666667 1000 12 "0.13_0.18_0.24_0.1_0.2_0.18_0.18_0.16_0.24_0.29_0.29_0.26" "0.03_0.37_0.49_0.22_0.23_0.37_0.26_0.14_0.3_0.23_0.15_0.22" "BI15.BI18.ALTI.BI12.BIO4.BI15.BIO2.BI12.BI18.BIO4.ALTI.BI18"
4123 200 200 40 "hyb" 0.5 3 0.444444444444444 0.2 1000 9 "0.14_0.27_0.17_0.14_0.21_0.22_0.27_0.3_0.11" "0.42_0.3_0.16_0.43_0.22_0.36_0.26_0.29_0.05" "BI18.BI18.BI18.BI18.BIO1.ALTI.BIO2.BI18.ALTI"
4124 200 200 40 "hyb" 0.5 4 0.166666666666667 0.333333333333333 1000 12 "0.29_0.15_0.16_0.18_0.11_0.13_0.26_0.21_0.12_0.19_0.15_0.25" "0.13_0.49_0.13_0.4_0.27_0.13_0.15_0.45_0.03_0.32_0.35_0.4" "ALTI.BIO2.ALTI.BI15.BI15.BIO2.BIO1.BIO8.BIO1.BIO1.BI15.BIO2"
4125 200 200 40 "hyb" 0.5 5 0.285714285714286 0 1000 7 "0.19_0.29_0.18_0.25_0.25_0.18_0.18" "0.08_0.36_0.1_0.42_0.17_0.15_0.41" "ALTI.BIO2.BI18.BI15.BI18.BI18.BIO8"
4126 200 200 40 "hyb" 0.5 6 0.166666666666667 0.25 1000 18 "0.21_0.29_0.11_0.24_0.16_0.28_0.12_0.17_0.29_0.27_0.3_0.28_0.17_0.2_0.1_0.3_0.17_0.26" "0.27_0.43_0.44_0.21_0.02_0.15_0.17_0.14_0.26_0.47_0.09_0.06_0.39_0.36_0.18_0.49_0.31_0" "BI18.ALTI.BI12.BI18.BIO4.BIO4.BIO1.BI15.BIO8.BI18.ALTI.BIO8.BIO8.ALTI.BIO1.ALTI.BI12.BIO2"
4127 200 200 40 "hyb" 0.5 7 0.266666666666667 0.2 1000 15 "0.11_0.25_0.2_0.22_0.24_0.12_0.26_0.14_0.25_0.1_0.13_0.29_0.18_0.29_0.28" "0.35_0.4_0.29_0.08_0.39_0_0.24_0.38_0.47_0.39_0.32_0.47_0.15_0.36_0.3" "BIO1.BI18.BIO2.BI15.BI15.BI15.BIO2.BIO1.BIO2.BI18.ALTI.BI15.BIO1.BIO4.BIO1"
4128 200 200 40 "hyb" 0.5 8 0.2 0 1000 5 "0.28_0.15_0.15_0.24_0.13" "0.46_0.26_0.28_0.11_0.2" "BIO4.BI15.BIO4.BIO8.ALTI"
4129 200 200 40 "hyb" 0.5 9 0.411764705882353 0 1000 17 "0.29_0.23_0.14_0.27_0.13_0.27_0.18_0.27_0.13_0.14_0.1_0.19_0.17_0.3_0.14_0.12_0.13" "0.34_0.18_0.13_0.43_0.2_0.41_0.11_0.3_0.12_0.11_0.11_0.18_0.08_0.13_0.08_0.17_0.28" "BIO8.BI15.BIO4.BI15.BI12.ALTI.BIO1.BIO2.BIO8.BI15.ALTI.BIO4.BIO2.BI12.BIO4.BIO1.BIO2"
4130 200 200 40 "hyb" 0.5 10 0.857142857142857 0 1000 7 "0.2_0.23_0.17_0.12_0.24_0.28_0.15" "0.15_0.05_0_0.22_0.04_0.35_0.25" "ALTI.BI12.BI18.BI18.BI18.BIO8.BI18"
4131 200 200 40 "hyb" 0.5 11 0.388888888888889 0.3 1000 18 "0.24_0.1_0.27_0.1_0.2_0.17_0.1_0.13_0.3_0.17_0.13_0.22_0.24_0.15_0.11_0.24_0.18_0.28" "0.06_0_0.17_0.31_0.39_0.08_0.44_0.12_0.31_0.22_0.16_0.02_0.47_0.21_0.14_0.01_0.46_0.37" "BIO2.BIO8.BIO8.BIO1.BIO8.ALTI.BI18.BIO4.BI12.BI15.BI18.BIO2.ALTI.BI12.BIO4.ALTI.BIO8.BIO1"
4132 200 200 40 "hyb" 0.5 12 0.133333333333333 0 1000 15 "0.29_0.26_0.15_0.2_0.24_0.22_0.26_0.27_0.15_0.16_0.24_0.21_0.15_0.19_0.29" "0.45_0.47_0.19_0.16_0.12_0.5_0.4_0.04_0.27_0.1_0.02_0.22_0.37_0.4_0.06" "BIO4.BIO1.BI12.BIO1.BI12.BIO2.BIO1.ALTI.BI15.BI12.BI15.BIO8.BIO1.BIO1.BIO2"
4133 200 200 40 "hyb" 0.5 13 0.214285714285714 0.4 1000 14 "0.16_0.26_0.21_0.26_0.14_0.24_0.23_0.1_0.3_0.11_0.16_0.2_0.12_0.13" "0.47_0.05_0.11_0.34_0.29_0.47_0.48_0.22_0.48_0.19_0.04_0.4_0.47_0.5" "BI12.BI15.BI15.BI15.ALTI.ALTI.BIO4.BI12.BI18.BIO8.BI18.BIO1.BIO4.BIO2"
4134 200 200 40 "hyb" 0.5 14 0.285714285714286 0.2 1000 14 "0.28_0.1_0.22_0.13_0.27_0.24_0.21_0.18_0.11_0.22_0.27_0.18_0.24_0.3" "0.16_0.33_0.17_0.16_0.07_0.42_0.42_0.1_0.5_0.47_0.4_0.14_0.16_0.15" "BI15.BIO8.BIO2.BI18.BIO4.BIO8.BIO4.ALTI.BI15.ALTI.BI15.BIO4.BI18.BI15"
4135 200 200 40 "hyb" 0.5 15 0.125 0 1000 8 "0.18_0.18_0.29_0.15_0.29_0.29_0.11_0.12" "0.25_0.38_0.39_0.42_0.35_0.1_0.39_0.1" "ALTI.BIO2.BI15.ALTI.BIO1.BI12.BIO2.BI12"
4136 200 200 40 "hyb" 0.5 16 0.25 0 1000 12 "0.22_0.17_0.13_0.28_0.14_0.18_0.17_0.26_0.28_0.18_0.13_0.2" "0.4_0.2_0.16_0.28_0.39_0.46_0.09_0.5_0.41_0.25_0.2_0.1" "BIO4.BI15.BIO4.BIO8.BI18.BI18.BI18.BIO8.BI12.BIO2.BI18.BIO4"
4137 200 200 40 "hyb" 0.5 17 0.25 0 1000 16 "0.29_0.22_0.24_0.14_0.16_0.12_0.28_0.14_0.24_0.25_0.21_0.11_0.15_0.3_0.15_0.2" "0.29_0.2_0.26_0.04_0.41_0.07_0.41_0.45_0.33_0.08_0.46_0.5_0.03_0.46_0.2_0.08" "BIO1.BIO1.BIO4.BI12.BIO2.BI15.BIO2.BI15.BIO1.BIO2.BIO8.BI12.BI12.BIO2.BI12.ALTI"
4138 200 200 40 "hyb" 0.5 18 0.333333333333333 0.166666666666667 1000 15 "0.16_0.17_0.25_0.14_0.22_0.28_0.3_0.28_0.3_0.22_0.22_0.12_0.1_0.18_0.3" "0.28_0.34_0.35_0.17_0.38_0.37_0.26_0.03_0.04_0.21_0.49_0.06_0.46_0.22_0.13" "BIO4.BIO1.ALTI.BIO1.BIO8.BIO1.BI15.BIO2.BIO1.BIO1.BI15.BI12.BIO1.BI18.BI12"
4139 200 200 40 "hyb" 0.5 19 0.428571428571429 0 1000 7 "0.19_0.15_0.17_0.13_0.15_0.27_0.18" "0.1_0.42_0_0.22_0.37_0.27_0.43" "BIO2.BIO4.BIO8.BI12.BI18.BIO1.BIO8"
4140 200 200 40 "hyb" 0.5 20 0.3125 0 1000 16 "0.22_0.3_0.17_0.29_0.14_0.27_0.1_0.17_0.12_0.29_0.17_0.21_0.16_0.26_0.26_0.27" "0.46_0.34_0_0.4_0.06_0.45_0.5_0.38_0.23_0.03_0.49_0.2_0.17_0.25_0.39_0.07" "ALTI.BIO8.BIO4.BI15.BIO1.BI15.BIO8.BIO2.BIO8.BIO2.BI15.BI18.BIO4.BIO1.BI15.BIO2"
4141 200 200 40 "hyb" 0.2 1 0.25 0 1000 12 "0.18_0.19_0.28_0.18_0.26_0.13_0.14_0.19_0.11_0.17_0.21_0.25" "0.26_0.4_0.23_0.21_0.13_0.47_0.09_0_0.29_0.31_0.41_0" "BIO4.BI18.ALTI.BIO4.BI12.BI12.BI15.BI18.ALTI.BI15.ALTI.BI18"
4142 200 200 40 "hyb" 0.2 2 0.1 0.857142857142857 1000 10 "0.16_0.15_0.18_0.2_0.2_0.21_0.1_0.14_0.13_0.2" "0.41_0.12_0.34_0.32_0.41_0.14_0.08_0.25_0.36_0.03" "BI18.BIO2.ALTI.BI15.ALTI.BIO8.ALTI.BI12.BI12.BIO2"
4143 200 200 40 "hyb" 0.2 3 0.166666666666667 0 1000 18 "0.15_0.27_0.14_0.17_0.18_0.25_0.16_0.1_0.22_0.25_0.21_0.15_0.15_0.22_0.18_0.26_0.11_0.17" "0.4_0.33_0.11_0.02_0.3_0.21_0.02_0.08_0.26_0.4_0.08_0.19_0.32_0.33_0_0.45_0.17_0.4" "BI18.BIO2.BIO8.BIO2.BIO1.BI18.BI18.BI15.BIO2.BIO8.BI18.BIO2.BI12.BIO1.BIO4.ALTI.BI12.BIO2"
4144 200 200 40 "hyb" 0.2 4 0 1 1000 16 "0.16_0.22_0.24_0.28_0.28_0.21_0.15_0.23_0.18_0.26_0.15_0.18_0.19_0.24_0.28_0.25" "0.43_0.05_0.08_0.27_0.26_0.12_0.48_0.09_0.48_0.43_0.25_0.11_0.49_0.25_0.31_0.31" "BI18.BIO2.BIO2.BI15.BI15.BIO8.BIO8.BIO8.BI12.BI18.BI18.BI12.BIO4.BIO8.ALTI.BIO2"
4145 200 200 40 "hyb" 0.2 5 0.285714285714286 0.333333333333333 1000 7 "0.27_0.16_0.29_0.11_0.2_0.29_0.13" "0.39_0.15_0.27_0.13_0.24_0.11_0.1" "BI12.BI12.BI18.ALTI.BI12.BIO2.ALTI"
4146 200 200 40 "hyb" 0.2 6 0 1 1000 14 "0.3_0.1_0.25_0.18_0.13_0.12_0.17_0.15_0.11_0.15_0.22_0.3_0.29_0.24" "0.4_0.32_0.2_0.23_0.12_0.16_0.26_0.41_0.33_0.42_0.17_0.02_0.17_0.3" "BI18.BIO1.BIO2.ALTI.BIO4.BIO1.BI12.BI15.BIO1.BIO4.BIO2.BI15.BIO1.BI12"
4147 200 200 40 "hyb" 0.2 7 0.166666666666667 0.727272727272727 1000 18 "0.13_0.16_0.3_0.12_0.1_0.3_0.26_0.26_0.2_0.2_0.1_0.16_0.28_0.1_0.24_0.26_0.17_0.23" "0.24_0.08_0.26_0_0.16_0.33_0.16_0.25_0.23_0.25_0.2_0.32_0.27_0.45_0.21_0.31_0_0.45" "BI15.ALTI.BIO8.BIO2.BI12.ALTI.BIO2.BI12.BIO1.BI15.BIO8.BI18.BI18.BI15.BI12.BIO8.BIO2.BI12"
4148 200 200 40 "hyb" 0.2 8 0.2 0.428571428571429 1000 20 "0.11_0.17_0.25_0.24_0.13_0.27_0.16_0.23_0.15_0.14_0.11_0.24_0.12_0.28_0.14_0.16_0.12_0.23_0.28_0.21" "0.24_0.11_0.01_0.13_0.14_0.25_0.48_0.42_0.46_0.23_0.44_0.39_0.12_0.15_0.25_0.48_0.15_0.41_0.29_0.4" "BIO2.BI15.BI18.BIO1.BIO8.BI12.BI15.BIO4.BI12.ALTI.BI15.ALTI.BIO2.BIO2.BI18.BIO4.BIO8.BI18.ALTI.BI18"
4149 200 200 40 "hyb" 0.2 9 0.05 0 1000 20 "0.11_0.24_0.21_0.14_0.24_0.16_0.27_0.24_0.12_0.3_0.27_0.21_0.22_0.3_0.17_0.23_0.28_0.25_0.26_0.26" "0.04_0.32_0.33_0.08_0.07_0.3_0.4_0.05_0.36_0.45_0.03_0.22_0.16_0.1_0.16_0.38_0.39_0.2_0.5_0.48" "BIO8.BI15.BIO1.BI12.BIO1.BIO2.BIO1.BIO2.BI12.BI18.ALTI.BI18.ALTI.BIO4.BIO8.ALTI.BIO8.BI18.BI15.BI18"
4150 200 200 40 "hyb" 0.2 10 0.142857142857143 0.75 1000 14 "0.17_0.13_0.27_0.14_0.23_0.24_0.15_0.15_0.27_0.18_0.11_0.13_0.29_0.23" "0.01_0.11_0.07_0.28_0.26_0.21_0.29_0.12_0.04_0.47_0.01_0.11_0.43_0.07" "ALTI.BIO8.BI12.BIO1.BI12.BI15.ALTI.BI15.BIO4.BIO2.BI15.BIO8.ALTI.BI18"
4151 200 200 40 "hyb" 0.2 11 0.210526315789474 0.428571428571429 1000 19 "0.17_0.2_0.24_0.28_0.26_0.11_0.21_0.28_0.16_0.23_0.1_0.19_0.23_0.15_0.15_0.14_0.14_0.1_0.2" "0.09_0.02_0.36_0.21_0.26_0.34_0.45_0.38_0.06_0.35_0.21_0.29_0.35_0_0.16_0.08_0.09_0.22_0.08" "BIO8.BI12.BIO2.BIO8.BI18.BI12.BI18.BIO8.BIO8.BIO2.BIO1.BI15.ALTI.BI12.BIO8.BIO2.BIO8.BIO8.BI18"
4152 200 200 40 "hyb" 0.2 12 0.2 0.5 1000 10 "0.1_0.1_0.28_0.18_0.12_0.12_0.26_0.11_0.24_0.3" "0.11_0.09_0.31_0.07_0.08_0.1_0.2_0.49_0.45_0.07" "BIO4.BI15.BIO1.BIO8.BIO2.ALTI.BI18.BIO8.BIO4.BIO2"
4153 200 200 40 "hyb" 0.2 13 0.0588235294117647 0.5 1000 17 "0.29_0.17_0.18_0.19_0.3_0.23_0.23_0.14_0.16_0.18_0.25_0.27_0.3_0.3_0.17_0.15_0.12" "0.04_0.24_0.07_0.33_0.31_0.23_0.24_0.21_0.3_0.01_0.41_0.47_0.19_0.45_0_0.45_0.15" "BI12.BI15.BI18.BI15.BI12.BI15.BI15.BIO1.BI12.BI12.BIO4.BIO8.BIO8.BIO4.BI12.BIO4.ALTI"
4154 200 200 40 "hyb" 0.2 14 0.0666666666666667 0.5 1000 15 "0.1_0.1_0.15_0.19_0.15_0.23_0.23_0.15_0.12_0.13_0.1_0.17_0.3_0.13_0.3" "0.35_0.37_0.37_0.27_0.07_0.43_0.24_0.45_0.31_0.18_0.01_0.04_0.36_0.35_0.4" "BIO4.BI18.BI18.BIO1.BI15.ALTI.BI18.BIO8.BIO4.BIO8.ALTI.BI12.BIO4.BI15.BI12"
4155 200 200 40 "hyb" 0.2 15 0.166666666666667 0 1000 18 "0.3_0.23_0.18_0.19_0.27_0.28_0.16_0.27_0.14_0.11_0.19_0.24_0.12_0.2_0.25_0.15_0.29_0.29" "0.48_0.17_0.2_0.26_0.13_0.22_0.12_0.44_0.02_0.2_0.03_0.32_0.46_0.22_0.21_0.12_0.19_0.38" "BI18.BI15.BIO4.BIO4.BI15.BI12.BIO4.BI12.BIO1.BI18.BIO2.ALTI.BIO2.BIO8.BIO4.BI18.BI15.BI18"
